Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.13005256652832,23.24215269499484,22.861011117864294,22.883431713729788,38409100
2010-01-05,23.137527465820312,23.24215550039105,22.89838011611116,23.055321455251942,49749600
2010-01-06,22.99553108215332,23.227204863384298,22.808697065740823,23.07773708008213,58182400
2010-01-07,22.756385803222656,22.94321983633473,22.562078237734436,22.890905109701688,50559700
2010-01-08,22.913330078125,23.077743545474636,22.599448785598735,22.62934292080639,51197400
2010-01-11,22.62187385559082,22.988068531635513,22.509773677280176,22.950700855244563,68754700
2010-01-12,22.47239112854004,22.719011927780926,22.352817494085677,22.53217794576722,65912100
2010-01-13,22.681655883789062,22.808703105609574,22.427561440148043,22.614395506035216,51863500
2010-01-14,23.137527465820312,23.24215550039105,22.6143929946892,22.651759233544762,63228100
2010-01-15,23.062793731689453,23.346780837640303,22.95069217036857,23.227207169299888,79913200
2010-01-19,23.242155075073242,23.346781682298733,22.92827382796616,22.980587131578904,46575700
2010-01-20,22.86100959777832,23.122577497094873,22.651754993239,23.025423013568258,54849500
2010-01-21,22.42754554748535,22.95815323439761,22.42007201909408,22.87594727295319,73086700
2010-01-22,21.64285659790039,22.569554780104472,21.55317704828757,22.420086963508783,102004600
2010-01-25,21.911901473999023,22.165995946106595,21.747487990753932,21.852114623234357,63373000
2010-01-26,22.046411514282227,22.307979393605528,21.740003875067302,21.822211289393838,66639900
2010-01-27,22.1734561920166,22.285556291839576,21.687688142496974,21.93430893227956,63949500
2010-01-28,21.792322158813477,22.322931569918115,21.590541054924508,22.300510972120254,117513700
2010-01-29,21.0599365234375,22.360301474952916,20.671321317118643,22.34535440730277,193888500
2010-02-01,21.231815338134766,21.28412862930745,20.865620874495693,21.216868276248203,85931100
2010-02-02,21.26918601989746,21.299080149928596,21.030038681370662,21.20192707818855,54413700
2010-02-03,21.39623260498047,21.515807696228016,21.015092436082824,21.119719037315075,61397900
2010-02-04,20.805835723876953,21.299077402317238,20.78341512924589,21.20939644922337,77850000
2010-02-05,20.940349578857422,21.1346570590295,20.604047896746142,20.925402520668047,80960100
2010-02-08,20.716154098510742,20.985195523631123,20.604053979854033,20.93288222995335,52820600
2010-02-09,20.932889938354492,21.17951086038795,20.738582329262847,20.90299580214153,59195800
2010-02-10,20.917945861816406,21.104779963574785,20.805845685847594,20.947840002304662,48591300
2010-02-11,21.01509666442871,21.22434990899605,20.701215372146883,20.873102373164574,65993700
2010-02-12,20.873106002807617,20.970259108189232,20.611537976183325,20.783425007090607,81117200
2010-02-16,21.286056518554688,21.301073480410984,21.038282376311038,21.12087280232805,51935600
2010-02-17,21.46625518798828,21.5113046402509,21.293564427568032,21.421205735725668,45882900
2010-02-18,21.75156593322754,21.79661680855228,21.40618448164708,21.466250883317418,42856500
2010-02-19,21.601408004760742,21.714032367252074,21.541341582625602,21.616424968318643,44451800
2010-02-22,21.571367263793945,21.72904246715336,21.511300860632264,21.653959105177258,36707100
2010-02-23,21.271038055419922,21.646453482753202,21.09083882215149,21.53382914097246,52266200
2010-02-24,21.49628257751465,21.616416808533014,21.30857490018635,21.41369217331543,43165900
2010-02-25,21.473770141601562,21.511311124453762,21.038288152871246,21.225995931325638,48735300
2010-02-26,21.526325225830078,21.661475037467728,21.40619237817361,21.511308261848892,40370600
2010-03-01,21.789112091064453,21.81163610051945,21.421205138305144,21.601404374426263,43805400
2010-03-02,21.368640899658203,21.99933879824323,21.203458662255798,21.834156560840828,93123900
2010-03-03,21.368640899658203,21.481266649623734,21.28605049700495,21.40618329367868,48442100
2010-03-04,21.49628257751465,21.511299535403936,21.225984495987127,21.368641299647567,42890600
2010-03-05,21.46625518798828,21.53383008243034,21.338613879830646,21.51881312097738,56001800
2010-03-08,21.49628257751465,21.721532649566164,21.39867521542614,21.41369217331543,39414500
2010-03-09,21.623926162719727,21.856684738551927,21.43621846536245,21.44372694510827,50271600
2010-03-10,21.75156593322754,21.85668321022262,21.62392465066607,21.66897552599081,44891400
2010-03-11,21.909242630004883,21.916751109738822,21.661468527169227,21.691501014008903,35349700
2010-03-12,21.976821899414062,22.05941232877023,21.804131127373644,22.014362873476287,31700200
2010-03-15,21.991840362548828,22.051906784404995,21.781607170004005,21.90924849546042,37512000
2010-03-16,22.051902770996094,22.14200167133427,21.92426146877018,22.089443740787633,36723500
2010-03-17,22.247121810913086,22.42732251043738,22.07443102530682,22.149514411425862,50385700
2010-03-18,22.232097625732422,22.314688029429007,22.14950578993992,22.247113151434398,43845200
2010-03-19,22.217084884643555,22.44984204630358,22.036885653155515,22.344726185959605,81332100
2010-03-22,22.224594116210938,22.299677489892996,22.066918888268994,22.149510742528882,37718200
2010-03-23,22.434825897216797,22.449842858408076,22.081935901799245,22.21708568832825,42026600
2010-03-24,22.262134552001953,22.41230129575727,22.224593582111225,22.31469248268745,33987700
2010-03-25,22.532424926757812,22.95288963282694,22.37474976692213,22.397275198925975,73168700
2010-03-26,22.2696475982666,22.67509703027611,22.21708965680533,22.592505161067542,55595500
2010-03-29,22.217084884643555,22.389775635807567,22.187050963347453,22.30718378433948,33336000
2010-03-30,22.35223388671875,22.41980877518202,22.149509221328938,22.247116597944693,34954800
2010-03-31,21.991840362548828,22.31469648496545,21.901740013716342,22.25463006310928,63760000
2010-04-01,21.89422607421875,22.179542580984712,21.48877818578305,22.03688432760173,74768100
2010-04-05,21.976821899414062,22.09695473492882,21.796622646141927,21.871704594266376,34331200
2010-04-06,22.01436424255371,22.209580470429813,21.75908159318469,21.8867229178692,47366800
2010-04-07,22.03688621520996,22.194560009747416,21.879210988576276,21.894227949607334,58318800
2010-04-08,22.464860916137695,22.509910369814204,21.99934512115939,22.014362083083665,63713800
2010-04-09,22.78021240234375,22.83277034262639,22.44984636501457,22.487388773856786,54752500
2010-04-12,22.765195846557617,22.892837174714426,22.68260397772189,22.712637905333604,37068800
2010-04-13,22.86280059814453,22.90034156886155,22.622533516428426,22.637550477553727,41374600
2010-04-14,23.140609741210938,23.275759541879857,23.02047690330443,23.118085729163713,68941200
2010-04-15,23.17814826965332,23.238214678555497,23.058014019752818,23.14060586902937,52745400
2010-04-16,23.027984619140625,23.260741805834627,22.975426683315817,23.118084960623396,88703100
2010-04-19,23.3057918548584,23.46346565666497,23.095558687020016,23.103067167881704,64970300
2010-04-20,23.546056747436523,23.606123160278095,23.373364557432787,23.440939450891587,52199500
2010-04-21,23.523534774780273,23.651176099904887,23.448451389631124,23.523534774780273,55343100
2010-04-22,23.568580627441406,23.673697923407648,23.200673671800157,23.3057909677664,84847600
2010-04-23,23.245723724365234,23.71123950743651,23.01296654887774,23.365857984590303,126766600
2010-04-26,23.35835075378418,23.48599206951346,23.170643020776197,23.275758892989835,63649300
2010-04-27,23.163131713867188,23.46346376362232,23.08804834340436,23.238215084330015,68730900
2010-04-28,23.208173751831055,23.275748620458106,22.990433622329444,23.21568222968914,64557900
2010-04-29,23.2757568359375,23.59861433731332,23.027982707548468,23.22319890447562,52665200
2010-04-30,22.930376052856445,23.33582398849851,22.91535909136326,23.328315507751917,63214800
