Price,Close,High,Low,Open,Volume,Return
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,
Date,,,,,,
2010-01-04,6.4183831214904785,6.4330786686287,6.369497803320925,6.400988318677633,493729600,
2010-01-05,6.42948055267334,6.465769747557289,6.395590295926477,6.436078733715388,601904800,0.001729007286228157
2010-01-06,6.327211856842041,6.454973846527886,6.320613675061903,6.429481271891964,552160000,-0.01590621435020534
2010-01-07,6.315513610839844,6.358101467426172,6.269627464769028,6.350603534853995,477131200,-0.0018488785055532642
2010-01-08,6.3575005531311035,6.3581007880963805,6.2699275130102485,6.307115652900345,447610800,0.0066482229124158465
2010-01-11,6.30142068862915,6.388094413990037,6.251635201476764,6.38209606603824,462229600,-0.0088210553869843
2010-01-12,6.229740619659424,6.291222879279932,6.1907525630728655,6.273827271504301,594459600,-0.011375223542696045
2010-01-13,6.3176140785217285,6.326011764393709,6.121173418096044,6.2342398574729865,605892000,0.01410547633155046
2010-01-14,6.281024932861328,6.311916017638003,6.268728722671271,6.301419311440199,432894000,-0.0057916082251358025
2010-01-15,6.17605447769165,6.346103951820032,6.174254974221382,6.32600949640203,594067600,-0.0167123130845237
2010-01-19,6.449272632598877,6.453771391240681,6.215343189578378,6.248032967771491,730007600,0.044238300664948715
2010-01-20,6.350004196166992,6.464569404203669,6.283123837888296,6.445375096953876,612152800,-0.015392191040291325
2010-01-21,6.240233898162842,6.397387309321994,6.214441819523097,6.3604986945823825,608154400,-0.0172866496797609
2010-01-22,5.930729389190674,6.223141975388762,5.9130350677707,6.201548728723449,881767600,-0.049598222442156836
2010-01-25,6.090281963348389,6.139166887169927,6.003907773143587,6.0734869930425575,1065699600,0.02690268998759482
2010-01-26,6.176353931427002,6.409384407832591,6.07558414719565,6.17665384864954,1867110000,0.014132673757405456
2010-01-27,6.234537124633789,6.315512378065288,5.98411143111291,6.2036460488899285,1722568400,0.00942031396723153
2010-01-28,5.976914405822754,6.16315902865188,5.959220087512394,6.146064544889234,1173502400,-0.04132186779241731
2010-01-29,5.760079383850098,6.064188690308143,5.705795558915451,6.030598756707772,1245952400,-0.03627875643683531
2010-02-01,5.840155601501465,5.87824429618957,5.737286374368981,5.76937672330349,749876400,0.013901929524770429
2010-02-02,5.874044895172119,5.8878410890925075,5.799667417023564,5.875544881891391,698342400,0.005802806634457092
2010-02-03,5.97511625289917,6.004207834616055,5.8308592149524285,5.853352615152895,615328000,0.01720643262534849
2010-02-04,5.759779930114746,5.94932284291976,5.745383900908048,5.900137210644071,757652000,-0.03603885073866819
2010-02-05,5.8620476722717285,5.878243202793953,5.723789031757362,5.777173498187242,850306800,0.017755494723380005
2010-02-08,5.82186222076416,5.934628741118,5.818263212586628,5.868948443572817,478270800,-0.006855190157809665
2010-02-09,5.8839430809021,5.923231046696021,5.840755789708639,5.890840778512745,632886800,0.010663402496287722
2010-02-10,5.851852893829346,5.896240258949574,5.8260608038876756,5.874945727758211,370361600,-0.005453857495139824
2010-02-11,5.958322048187256,5.990712724826469,5.820063339299193,5.844656164052882,550345600,0.018194092758240688
2010-02-12,6.0096049308776855,6.047393706175695,5.863248506021545,5.941524911632913,655468800,0.008606933676240658
2010-02-16,6.100178241729736,6.108875442588585,6.043794993307377,6.056391118879053,543737600,0.015071425142554773
2010-02-17,6.074686527252197,6.12747037176817,6.0240009026214,6.123871364071996,436396800,-0.004178847480743597
2010-02-18,6.0860819816589355,6.114873639954643,6.025799809986187,6.047093135900138,422825200,0.0018758917609356107
2010-02-19,6.048293590545654,6.094180136204051,6.031498622313618,6.053992419620312,415469600,-0.006208984898192438
2010-02-22,6.010806083679199,6.073187694329168,5.97391744905469,6.0683894169128,390563600,-0.006198030288254053
2010-02-23,5.910035133361816,6.038097021022937,5.869547498017772,5.998208819871767,575094800,-0.016764964451440267
2010-02-24,6.018003463745117,6.041396213336692,5.933427982660138,5.945124757879575,460566400,0.01826864442375742
2010-02-25,6.058189392089844,6.083981472565668,5.904935294087725,5.919630837673746,665126000,0.006677618015147768
2010-02-26,6.136768817901611,6.153263873208734,6.058192467266022,6.069588927165425,507460800,0.012970777360372443
2010-03-01,6.267829418182373,6.2831244013840735,6.161660683960263,6.170657803565441,550093600,0.02135661358114782
2010-03-02,6.263630390167236,6.323012418905916,6.23033996746918,6.296020260041699,566546400,-0.0006699333589001988
2010-03-03,6.2780232429504395,6.294218773421606,6.23633634954289,6.266327271790565,372052800,0.002297845161137957
2010-03-04,6.319413661956787,6.325711926439825,6.257032053110189,6.276527081695683,366041200,0.006592906302604895
2010-03-05,6.5665388107299805,6.58903220673107,6.436977346288985,6.446274782144528,899620400,0.039105708534464156
2010-03-08,6.570438385009766,6.600728832585432,6.545545648262431,6.59832989448658,429889600,0.00059385536158163
2010-03-09,6.688603401184082,6.747985431445239,6.534749413111527,6.547345540678489,920259200,0.017984342786609986
2010-03-10,6.743185520172119,6.762380225978724,6.6940006882371055,6.712895076341879,596218000,0.00816046575259266
2010-03-11,6.762979984283447,6.762979984283447,6.697600012742808,6.715295134054153,405700400,0.002935476719736263
2010-03-12,6.795969009399414,6.829858454829233,6.770476445490772,6.819061434641488,416323600,0.004877883003148176
2010-03-15,6.713197231292725,6.76298151395491,6.605528894638329,6.759383306264005,493502800,-0.012179540252789445
2010-03-16,6.731490135192871,6.747385352849407,6.673307776367548,6.7233927679153,446908000,0.0027249167974503496
2010-03-17,6.721593379974365,6.791472115150352,6.696101207989007,6.744986130667619,450956800,-0.0014702175922036709
2010-03-18,6.737489223480225,6.747985930491695,6.676307284272027,6.720993368515527,342109600,0.002364892162804333
2010-03-19,6.665511608123779,6.75518490799388,6.6349204339560055,6.741689025509612,559445600,-0.010683151092190646
2010-03-22,6.740488052368164,6.777977319438845,6.60252927937838,6.612126634256938,456419600,0.01124841552342426
2010-03-23,6.848754405975342,6.86135093240841,6.720992040410263,6.767178503150928,602431200,0.01606209413413917
2010-03-24,6.87904691696167,6.903939656683956,6.823263090493969,6.827162416482702,597780400,0.004423068661930429
2010-03-25,6.7974724769592285,6.927034398284273,6.785475780304806,6.925534410778684,542284400,-0.011858392737706613
2010-03-26,6.924932956695557,6.956423073137016,6.854453589753032,6.866450282214898,640875200,0.018751157899994375
2010-03-29,6.969619274139404,7.014006239477846,6.946526840300272,6.987914632247779,540744400,0.006452960299152322
2010-03-30,7.07338809967041,7.1222742243353565,7.025402127424633,7.095881499134138,527310000,0.014888736593695606
2010-03-31,7.047896385192871,7.09618268107454,7.031701648149068,7.062592736666061,430659600,-0.0036038902599910827
2010-04-01,7.07698392868042,7.159758672541709,6.98041299375209,7.1201712042172165,603145200,0.00412712416553962
2010-04-05,7.152563571929932,7.153163406501208,7.040996744214165,7.047295407636181,684507600,0.010679640368153942
2010-04-06,7.184054851531982,7.205048261746147,7.1078774588036095,7.143866734061652,447017200,0.004402796184243218
2010-04-07,7.215846061706543,7.255434348838678,7.157662899917376,7.184355142146536,628502000,0.00442524602492167
2010-04-08,7.196349620819092,7.2440352608482454,7.1390666290818,7.211045165198626,572989200,-0.0027018925737504196
2010-04-09,7.251535415649414,7.25453538999095,7.21164760944843,7.240739191917902,334182800,0.007668581675168928
2010-04-12,7.266530513763428,7.289923263693585,7.252134482515755,7.263830857480834,333026400,0.0020678514624161703
2010-04-13,7.270726203918457,7.2818235415065065,7.231137931638016,7.253632123611253,306210800,0.0005773993719675463
2010-04-14,7.368499279022217,7.372098286482365,7.319914280004684,7.3562030706236605,404076400,0.013447497864940372
2010-04-15,7.4653730392456055,7.4686717300888255,7.363103212088315,7.3712005811380354,376784800,0.013147013598709734
2010-04-16,7.419785499572754,7.531952186538592,7.33431105647791,7.4548746284418685,750545600,-0.0061065320424307235
2010-04-19,7.409887790679932,7.434480209888907,7.250934815656593,7.408688121408893,566924400,-0.0013339615940908267
2010-04-20,7.335511207580566,7.47526949922599,7.286625877326545,7.4539757662859785,738326400,-0.010037477651539506
2010-04-21,7.774279594421387,7.805170680395413,7.669610443600003,7.761683065987367,982391200,0.05981428893290963
2010-04-22,7.9917120933532715,8.000109776485854,7.683703879941069,7.74488619905988,793424800,0.027968186156812402
2010-04-23,8.12247371673584,8.162961349359016,8.007608198357367,8.037298808608805,796955600,0.016362153923353162
2010-04-26,8.082588195800781,8.171361335547937,8.043299420413943,8.153966928784609,479068800,-0.00491051400423459
2010-04-27,7.8588547706604,8.032802845402514,7.813268930967619,8.015707955305853,709343600,-0.027680913553980058
2010-04-28,7.845653533935547,7.917631249960371,7.69000013134867,7.895138664178989,758402400,-0.0016797914085571186
2010-04-29,8.056796073913574,8.09758323474698,7.857955261249044,7.888245714502566,558840800,0.026912039776514796
2010-04-30,7.8303632736206055,8.114677720034276,7.827664417835067,8.07688893395227,542463600,-0.028104571372498333
2010-05-03,7.988112449645996,8.033999385539714,7.884043172665078,7.912835226824925,454342000,0.02014583110809509
2010-05-04,7.758084297180176,7.896343393909835,7.700202250185355,7.884347500640487,723819600,-0.028796308754518662
2010-05-05,7.6774067878723145,7.7418878028355165,7.459671644183973,7.588633674110378,883103200,-0.010399153478802159
2010-05-06,7.3852972984313965,7.745189364324971,5.975717170644621,7.612629078677049,1285860800,-0.03804793695474773
2010-05-07,7.073687553405762,7.394892205726832,6.754283205906955,7.309118252130935,1676018400,-0.04219325674158292
2010-05-10,7.617427349090576,7.637221898248521,7.453676446658105,7.505261440585795,984306400,0.07686794074231074
2010-05-11,7.693304538726807,7.794373883526833,7.512758296806273,7.552945620335905,848906800,0.009960999450200125
2010-05-12,7.860352993011475,7.891543592425764,7.758683827816651,7.7748777608732755,654379600,0.021713485205710148
